Sales_ID,Date,Product_Name,Quantity_Sold,Sales_Amount
65269,2023-01-05,Lavender world Drink,3,366
65270,2023-10-02,figure Snack,10,850
65272,2023-09-17,similar Candy,8,1176
65273,2023-09-19,item Gold Cream,7,1288
65274,2023-04-15,which LimeGreen Cream,3,345
65276,2023-03-30,measure DarkViolet Cream,3,492
65277,2023-08-19,measure DarkViolet Cream,9,837
65280,2023-10-07,forward Candy,1,119
65281,2023-06-27,every Pet dinner,3,600
65282,2023-06-20,other Snack,1,106
65286,2023-11-13,stage Frozen century,10,410
65288,2023-03-30,PaleGoldenRod find Drink,6,510
65289,2023-02-25,your Pet forward,9,666
65291,2023-12-03,LightPink find Cleaner,6,150
65292,2023-10-01,DarkGoldenRod wish Drink,2,264
65293,2023-10-10,Sienna respond Drink,8,1152
65296,2023-01-21,rest Candy,1,13
65298,2023-06-08,message Bakery Item,6,1140
65299,2023-07-16,painting Bakery Item,5,975
65300,2023-03-27,reflect Cereal,9,1287
65304,2023-09-09,expect Candy,8,880
65305,2023-05-21,owner Snack,5,685
65306,2023-07-21,poor MediumTurquoise Cream,8,712
65308,2023-03-11,director Frozen site,8,304
65309,2023-11-20,bad Cereal,4,400
65311,2023-12-01,media Dairy,2,236
65312,2023-12-11,hour Snack,4,340
65313,2023-01-09,they Pet turn,4,584
65314,2023-01-05,heart Bakery Item,1,52
65315,2023-12-04,practice Pet church,5,360
65316,2023-03-27,action BlanchedAlmond Cream,6,834
65317,2023-01-30,themselves Cyan Cream,6,942
65318,2023-09-28,MediumPurple water Drink,1,109
65322,2023-11-29,of Candy,7,427
65323,2023-08-22,LightBlue program Drink,7,476
65324,2023-07-14,respond Bakery Item,5,540
65325,2023-11-29,class Bakery Item,9,342
65326,2023-01-21,goal Bakery Item,1,104
65327,2023-07-26,they Dairy,7,1008
65328,2023-10-20,and Pet low,7,182
65329,2023-10-22,star Pet sometimes,8,176
65330,2023-08-18,staff Candy,4,112
65331,2023-05-14,worry Candy,7,189
65332,2023-04-09,whatever Dairy,10,1880
65333,2023-07-10,bit Snack,6,132
65336,2023-02-01,wrong Pet money,6,84
65337,2023-01-31,image LightSkyBlue Cream,9,405
65339,2023-06-18,figure Snack,9,333
65340,2023-10-27,land Snack,10,100
65341,2023-11-07,while Dairy,1,80
65342,2023-10-16,think Frozen seven,9,477
65343,2023-01-22,reality Dairy,4,536
65344,2023-03-01,Lavender director Cleaner,4,328
65345,2023-02-01,experience Frozen key,10,1130
65346,2023-10-18,if Pet owner,7,1379
65347,2023-09-14,those Frozen finish,5,165
65348,2023-04-10,SlateBlue question Cleaner,7,1029
65349,2023-07-31,suggest Pet production,4,644
65350,2023-04-14,Moccasin challenge Drink,3,474
65351,2023-04-10,experience Frozen key,5,865
65352,2023-05-31,Thistle institution Cleaner,6,174
65353,2023-12-02,and Pet low,8,600
65354,2023-01-27,other Snack,5,120
65355,2023-12-12,take Candy,2,40
65357,2023-02-03,along HoneyDew Cream,2,202
65358,2023-04-12,word Pet often,6,90
65361,2023-07-28,expect Candy,8,1064
65362,2023-12-08,Sienna suggest Drink,6,252
65363,2023-06-25,SlateBlue question Cleaner,10,680
65364,2023-12-27,SlateBlue question Cleaner,1,99
65365,2023-07-10,hot Candy,6,114
65366,2023-02-18,good Frozen tax,9,1242
65367,2023-09-01,of Candy,4,748
65369,2023-09-10,expect Candy,10,570
65370,2023-04-25,figure Snack,10,990
65371,2023-10-13,position Bakery Item,5,855
65372,2023-06-29,LightCoral young Drink,6,522
65373,2023-03-03,score Frozen simple,1,22
65374,2023-04-20,catch Pet music,1,87
65375,2023-07-18,they Pet turn,6,828
65376,2023-07-31,think Frozen seven,8,920
65377,2023-02-27,language Frozen that,4,416
65378,2023-08-29,reality Dairy,5,50
65379,2023-09-27,word Pet often,8,1064
65380,2023-05-11,those Frozen finish,3,141
65381,2023-05-24,suggest Pet production,6,678
65382,2023-11-22,stage Frozen century,6,936
65383,2023-02-20,catch Pet music,5,105
65385,2023-12-01,increase Bakery Item,8,992
65386,2023-02-16,almost Dairy,6,906
65387,2023-02-26,thing Bakery Item,9,945
65388,2023-06-07,thing Bakery Item,3,240
65390,2023-07-01,option Dairy,3,81
65391,2023-07-02,cultural Pet list,5,505
65392,2023-01-14,guess Snack,7,105
65393,2023-08-24,phone GoldenRod Cream,10,1680
65394,2023-10-29,think Frozen seven,2,160
65396,2023-11-13,only Frozen each,1,57
65397,2023-05-04,Aqua whose Drink,7,504
65398,2023-04-21,never Cereal,4,40
65399,2023-09-02,subject Bakery Item,7,287
65401,2023-03-10,director Frozen site,5,595
65402,2023-09-07,good Frozen tax,3,96
65405,2023-03-12,LightCyan share Drink,2,250
65406,2023-05-21,course Bakery Item,6,126
65407,2023-01-19,civil Candy,3,477
65408,2023-12-12,guess Turquoise Cream,9,792
65409,2023-11-22,consumer Bakery Item,9,990
65411,2023-03-20,LightGray yard Drink,10,450
65412,2023-03-06,forward Candy,5,920
65413,2023-06-25,perform Snack,8,632
65414,2023-04-07,bit Snack,3,483
65415,2023-12-09,item Gold Cream,9,1656
65417,2023-12-12,they Dairy,4,796
65418,2023-11-14,and Pet low,5,360
65420,2023-06-27,phone Dairy,3,441
65421,2023-04-12,and Pet low,6,474
65424,2023-10-22,only Frozen each,5,380
65426,2023-02-07,security Pet police,4,648
65427,2023-11-18,southern Bakery Item,4,496
65428,2023-01-23,goal Bakery Item,7,238
65429,2023-11-13,smile Cereal,8,448
65430,2023-01-16,course Bakery Item,9,126
65431,2023-08-15,star Cereal,1,156
65432,2023-07-24,natural Snack,6,204
65433,2023-05-30,middle Snack,7,364
65435,2023-07-29,LightGray yard Drink,8,352
65436,2023-03-02,budget Bakery Item,8,1600
65439,2023-09-13,order Frozen two,9,1323
65440,2023-07-23,Magenta share Cleaner,8,1400
65441,2023-12-27,LightCyan share Drink,6,690
65443,2023-06-20,LightCyan share Drink,4,228
65444,2023-06-17,which LimeGreen Cream,1,96
65447,2023-07-22,whatever Dairy,5,530
65448,2023-05-24,they Pet turn,10,520
65449,2023-07-13,SlateBlue question Cleaner,7,1183
65451,2023-05-25,goal Bakery Item,3,594
65452,2023-03-01,middle Snack,10,1600
65453,2023-02-16,Moccasin challenge Drink,6,246
65455,2023-07-09,LightCyan share Drink,1,134
65456,2023-10-20,think Frozen seven,3,240
65458,2023-02-14,change Cereal,5,585
65459,2023-12-09,yourself Cereal,4,124
65460,2023-03-29,east Candy,8,568
65462,2023-09-13,guess Pet who,5,140
65463,2023-06-11,catch Pet music,7,406
65464,2023-02-19,environment Snack,6,600
65465,2023-04-29,GoldenRod during Cleaner,1,167
65466,2023-01-24,security Pet police,5,105
65467,2023-10-02,interest Snack,8,456
65468,2023-05-18,Magenta share Cleaner,1,190
65469,2023-09-26,positive Cereal,5,945
65470,2023-05-18,phone GoldenRod Cream,3,186
65471,2023-08-12,every Pet dinner,7,1015
65473,2023-10-20,on Dairy,4,788
65474,2023-06-04,LightBlue program Drink,3,432
65475,2023-08-10,think Frozen seven,1,86
65476,2023-04-21,BlueViolet forward Drink,6,1164
65477,2023-07-04,either Frozen plan,1,144
65478,2023-01-01,reality Dairy,3,318
65479,2023-12-03,trip Dairy,1,78
65481,2023-07-26,laugh Dairy,6,1158
65482,2023-05-02,other Snack,2,280
65483,2023-01-16,Lavender happy Drink,6,390
65485,2023-01-10,establish Cereal,10,1130
65486,2023-04-21,movie Bakery Item,9,837
65487,2023-11-17,represent Snack,4,288
65488,2023-11-03,star Pet sometimes,1,110
65491,2023-12-06,SaddleBrown according Drink,5,370
65492,2023-08-21,prevent Bakery Item,3,39
65496,2023-10-29,property Cereal,7,1183
65499,2023-10-17,security Pet police,2,344
65500,2023-07-29,smile Cereal,7,679
65501,2023-11-28,forward Candy,1,121
65503,2023-02-18,few Bakery Item,10,260
65504,2023-05-20,positive Cereal,2,394
65505,2023-09-05,LightGray yard Drink,4,284
65506,2023-04-19,only Frozen each,1,117
65507,2023-12-06,think Frozen seven,5,960
65508,2023-04-02,few Bakery Item,4,648
65509,2023-08-23,guess Turquoise Cream,4,84
65510,2023-03-17,class Bakery Item,4,304
65512,2023-03-03,consumer Bakery Item,10,800
65516,2023-12-25,language Frozen that,8,216
65517,2023-05-29,action BlanchedAlmond Cream,9,900
65518,2023-02-01,soldier Cereal,8,352
65519,2023-01-18,it Cereal,3,387
65520,2023-11-20,course Bakery Item,10,470
65521,2023-11-02,almost Dairy,5,265
65524,2023-06-17,they Dairy,10,170
65525,2023-07-16,provide Bakery Item,2,168
65528,2023-12-29,reality Dairy,2,124
65529,2023-05-01,suggest Dairy,2,102
65530,2023-03-30,level Bakery Item,3,492
65533,2023-10-10,catch Pet music,7,1127
65537,2023-10-22,available PaleVioletRed Cream,2,26
65539,2023-08-09,soldier Cereal,9,342
65540,2023-10-22,particular Candy,2,328
65542,2023-11-05,much Bakery Item,5,475
65543,2023-10-07,country Candy,10,1330
65544,2023-07-16,customer Snack,8,560
65545,2023-12-22,only Frozen each,2,180
65546,2023-05-24,PeachPuff sign Drink,4,688
65547,2023-08-19,phone Dairy,10,1780
65548,2023-04-21,expect Candy,7,1099
65549,2023-01-15,office Pet carry,3,165
65550,2023-01-21,PeachPuff sign Drink,8,320
65551,2023-11-20,ten Bakery Item,3,312
65553,2023-06-28,your Pet forward,3,177
65554,2023-03-02,Silver old Drink,1,70
65555,2023-07-15,ok Bakery Item,6,864
65556,2023-03-16,respond Cereal,6,300
65562,2023-08-12,point Frozen grow,8,712
65564,2023-03-11,DeepSkyBlue eye Drink,1,166
65565,2023-04-28,the Pet none,6,144
65566,2023-05-17,interest Snack,7,1239
65567,2023-07-05,consumer Bakery Item,6,288
65569,2023-11-05,level Bakery Item,10,1660
65570,2023-01-06,manage Candy,3,462
65571,2023-12-09,security Pet police,2,22
65572,2023-01-29,like Frozen wear,5,405
65573,2023-03-02,your Pet forward,5,930
65575,2023-06-16,whatever Dairy,7,1246
65576,2023-05-04,word Pet often,6,1068
65578,2023-09-14,bad Cereal,3,600
65579,2023-04-17,Lime talk Cleaner,6,396
65581,2023-07-23,together Snack,6,1188
65582,2023-08-05,language Frozen that,5,230
65583,2023-07-13,ten Bakery Item,9,684
65584,2023-04-06,time Candy,5,245
65585,2023-08-22,Aqua whose Drink,3,75
65589,2023-08-02,property Cereal,7,245
65590,2023-10-25,although Pet husband,8,200
65591,2023-05-29,idea Pet remain,3,234
65594,2023-01-27,whole Snack,7,1386
65595,2023-01-23,suggest Dairy,5,885
65596,2023-02-08,environmental Bakery Item,7,1302
65598,2023-07-13,Silver old Drink,9,261
65599,2023-11-04,natural Snack,2,136
65600,2023-11-21,every Pet dinner,2,196
65602,2023-09-14,OrangeRed challenge Drink,8,304
65603,2023-12-16,Lavender happy Drink,5,350
65604,2023-10-15,positive Cereal,1,68
65605,2023-12-07,other Snack,9,819
65606,2023-11-09,respond Bakery Item,9,1377
65607,2023-01-23,course Bakery Item,7,1036
65608,2023-09-22,respond Bakery Item,6,954
65609,2023-03-16,level Bakery Item,1,42
65610,2023-08-18,technology Snack,1,161
65611,2023-05-02,Lavender world Drink,8,1016
65613,2023-05-20,Moccasin challenge Drink,9,1728
65614,2023-07-25,few Bakery Item,10,1950
65615,2023-02-19,southern Bakery Item,5,730
65616,2023-05-11,hot Candy,10,860
65617,2023-08-31,manage Candy,4,100
65618,2023-09-24,hot Candy,4,268
65620,2023-08-10,Magenta share Cleaner,1,113
65622,2023-02-23,Aqua whose Drink,8,536
65623,2023-05-06,director Frozen site,4,236
65626,2023-10-13,good Frozen tax,8,944
65628,2023-09-27,Aqua whose Drink,3,168
65629,2023-07-19,director Frozen site,4,248
65631,2023-11-10,DarkBlue cold Cleaner,5,555
65632,2023-04-07,position Bakery Item,8,1184
65633,2023-12-05,MediumPurple water Drink,2,104
65634,2023-08-19,action BlanchedAlmond Cream,7,434
65635,2023-11-07,almost Dairy,8,1272
65637,2023-01-28,hot Candy,2,374
65638,2023-12-20,suggest Pet production,9,1710
65639,2023-08-26,technology Snack,3,276
65640,2023-09-03,bit Snack,6,1158
65642,2023-06-08,course Bakery Item,2,126
65643,2023-04-02,subject Bakery Item,9,918
65644,2023-03-10,DarkSalmon system Drink,7,392
65645,2023-11-30,DarkSalmon system Drink,5,465
65646,2023-08-11,goal Bakery Item,8,192
65649,2023-12-30,DodgerBlue not Drink,9,1665
65650,2023-09-25,heavy Snack,9,999
65651,2023-06-03,four Cereal,1,195
65652,2023-04-18,smile Cereal,5,855
65655,2023-03-27,establish Cereal,10,1410
65656,2023-01-02,only Frozen each,9,1512
65657,2023-02-13,change Cereal,5,640
65658,2023-09-02,whatever Dairy,4,516
65659,2023-02-15,experience Frozen key,7,826
65660,2023-06-25,PaleGoldenRod find Drink,8,88
65662,2023-05-10,score Frozen simple,7,1218
65664,2023-10-04,middle Snack,5,620
65666,2023-03-08,increase Bakery Item,6,888
65667,2023-08-20,budget Bakery Item,8,1592
65670,2023-03-31,time Candy,4,556
65671,2023-01-26,Lavender world Drink,7,987
65673,2023-04-02,this Snack,1,51
65674,2023-09-14,Turquoise of Drink,10,1890
65675,2023-06-22,DarkBlue cold Cleaner,7,413
65678,2023-08-08,DeepSkyBlue eye Drink,7,1141
65679,2023-08-03,lead Pet stay,9,117
65680,2023-12-07,option Dairy,7,980
65683,2023-07-15,drug Snack,3,78
65684,2023-08-15,design Bakery Item,2,162
65686,2023-02-22,trip Dairy,8,1152
65687,2023-12-11,order Frozen two,4,292
65689,2023-05-19,they Pet turn,6,1038
65690,2023-09-25,LightBlue program Drink,6,144
65691,2023-09-08,southern Bakery Item,2,248
65693,2023-11-24,think Frozen seven,3,429
65694,2023-12-23,perform Snack,2,78
65695,2023-02-22,those Frozen finish,10,820
65696,2023-10-25,Thistle institution Cleaner,8,1216
65699,2023-12-04,Moccasin challenge Drink,8,416
65701,2023-04-26,man CornflowerBlue Cream,2,210
65702,2023-08-17,act LawnGreen Cream,7,1022
65703,2023-05-29,subject Bakery Item,2,308
65704,2023-12-31,budget Bakery Item,2,160
65705,2023-07-22,through Snack,2,288
65707,2023-01-14,WhiteSmoke baby Drink,5,675
65708,2023-03-13,DodgerBlue not Drink,4,120
65709,2023-05-12,good Frozen tax,1,194
65710,2023-03-11,positive Cereal,9,432
65711,2023-02-09,property Cereal,4,528
65713,2023-12-12,together Snack,10,360
65714,2023-03-08,management Bakery Item,7,294
65716,2023-11-14,whatever Dairy,8,744
65717,2023-03-02,cost Cereal,5,885
65718,2023-07-25,WhiteSmoke baby Drink,5,860
65721,2023-11-02,similar Snack,1,48
65722,2023-03-19,good Frozen tax,7,357
65724,2023-07-03,cost Cereal,9,495
65726,2023-10-06,smile Cereal,6,750
65727,2023-09-11,figure Snack,2,34
65728,2023-05-20,cultural Pet list,7,567
65729,2023-06-22,position Bakery Item,7,343
65730,2023-08-11,reflect Cereal,10,1430
65732,2023-09-19,yourself Cereal,4,388
65733,2023-05-20,consumer Bakery Item,2,240
65734,2023-10-11,score Frozen simple,9,1008
65737,2023-12-23,star Cereal,7,574
65738,2023-01-28,time Candy,10,1160
65739,2023-12-12,message Bakery Item,7,336
65742,2023-12-24,Lavender world Drink,8,1456
65743,2023-09-22,heavy Snack,6,1158
65744,2023-04-29,LightCoral young Drink,6,978
65745,2023-06-24,trip Dairy,3,261
65746,2023-11-10,across Cereal,1,23
65749,2023-08-10,respond Cereal,2,70
65750,2023-05-21,manage Candy,6,594
65751,2023-12-17,SaddleBrown according Drink,5,945
65753,2023-02-28,time Candy,8,1264
65754,2023-11-12,land Snack,6,468
65755,2023-10-17,interest Snack,7,686
65757,2023-10-28,and Pet low,3,210
65760,2023-07-15,almost Dairy,5,790
65761,2023-06-12,themselves Cyan Cream,8,1136
65762,2023-12-05,DarkSalmon system Drink,7,833
65763,2023-01-20,guess Snack,7,308
65766,2023-08-28,cultural Pet list,5,325
65767,2023-04-10,laugh Dairy,6,102
65768,2023-12-26,stage Frozen century,10,750
65769,2023-06-18,phone Dairy,1,91
65770,2023-03-21,the Pet none,10,1180
65773,2023-11-23,land Snack,5,330
65775,2023-03-02,which LimeGreen Cream,4,740
65776,2023-09-05,heart Bakery Item,1,42
65777,2023-05-29,ten Bakery Item,9,585
65778,2023-05-07,like Frozen wear,7,889
65779,2023-11-06,prevent Bakery Item,8,960
65781,2023-05-11,goal Bakery Item,9,630
65782,2023-12-07,Moccasin challenge Drink,2,162
65783,2023-10-21,this Snack,2,68
65784,2023-06-25,life DarkSalmon Cream,1,76
65785,2023-12-02,east Candy,10,1650
65786,2023-07-21,increase Bakery Item,9,1332
65787,2023-03-10,item Gold Cream,1,147
65788,2023-05-09,technology Snack,3,162
65789,2023-10-13,environment Snack,2,344
65791,2023-11-10,image LightSkyBlue Cream,1,187
65795,2023-09-18,the Pet none,9,1224
65796,2023-04-14,act LawnGreen Cream,2,162
65798,2023-02-12,Sienna suggest Drink,9,747
65799,2023-11-09,rest Candy,3,51
65800,2023-07-10,heart Bakery Item,8,1480
65801,2023-09-26,Lavender director Cleaner,6,558
65802,2023-05-18,director Frozen site,7,1344
65803,2023-05-12,figure Snack,10,1800
65804,2023-01-10,positive Cereal,1,136
65806,2023-08-17,level Bakery Item,1,178
65808,2023-03-30,while Dairy,3,414
65809,2023-01-28,condition Dairy,6,174
65810,2023-06-22,owner Snack,3,507
65812,2023-11-25,guess Turquoise Cream,5,50
65815,2023-07-19,cost Cereal,4,348
65817,2023-08-03,director Frozen site,2,334
65818,2023-10-23,four Cereal,1,70
65820,2023-09-08,buy Pet car,2,276
65821,2023-08-13,fall Bakery Item,2,112
65822,2023-04-16,prevent Bakery Item,4,788
65823,2023-01-08,other Snack,4,308
65824,2023-11-04,set LawnGreen Cream,2,168
65826,2023-08-25,suggest Pet production,2,28
65827,2023-11-18,Silver old Drink,10,1230
65828,2023-08-24,us Cereal,7,1323
65829,2023-08-14,civil Candy,1,88
65830,2023-10-28,wrong Pet money,3,507
65831,2023-01-05,painting Bakery Item,5,530
65833,2023-03-29,through Snack,10,1160
65834,2023-03-09,phone Dairy,4,788
65835,2023-03-02,middle Snack,2,274
65837,2023-05-19,soldier Cereal,6,480
65838,2023-01-03,time Candy,5,675
65839,2023-02-24,prevent Bakery Item,6,492
65840,2023-07-05,condition Dairy,7,1071
65841,2023-04-14,may Dairy,3,90
65843,2023-05-01,PaleGoldenRod find Drink,7,959
65844,2023-05-23,think Frozen seven,1,139
65845,2023-07-24,act LawnGreen Cream,4,308
65846,2023-04-12,trip Dairy,1,162
65847,2023-09-22,may Dairy,10,1590
65848,2023-10-02,staff Candy,6,1038
65849,2023-05-12,LightGray yard Drink,6,90
65850,2023-04-18,Lime talk Cleaner,1,72
65851,2023-11-12,respond Cereal,5,780
65852,2023-01-31,it Snack,10,1050
65853,2023-10-06,SlateBlue question Cleaner,8,128
65854,2023-10-08,all Bakery Item,2,376
65855,2023-11-02,reflect Cereal,7,735
65856,2023-05-30,across Cereal,4,536
65857,2023-11-05,like Frozen wear,7,1218
65858,2023-07-19,big Candy,5,760
65859,2023-01-14,Lavender director Cleaner,6,870
65860,2023-06-10,message Bakery Item,5,680
65861,2023-09-29,thing Bakery Item,4,688
65862,2023-09-10,every Pet dinner,7,826
65865,2023-07-05,interview Frozen add,2,256
65867,2023-10-19,MediumPurple water Drink,3,336
65869,2023-05-07,along HoneyDew Cream,2,282
65871,2023-10-18,establish Cereal,10,650
65872,2023-09-06,measure DarkViolet Cream,2,190
65874,2023-04-28,only Frozen each,5,820
65875,2023-05-13,guess Turquoise Cream,8,832
65877,2023-05-06,fast DarkOliveGreen Cream,1,95
65878,2023-04-07,customer Snack,1,153
65879,2023-02-22,language Frozen that,1,121
65880,2023-08-26,smile Cereal,10,1400
65881,2023-11-27,mind Pet reason,10,880
65882,2023-12-09,environment Snack,5,205
65883,2023-06-15,ok Bakery Item,7,1372
65885,2023-03-30,Silver old Drink,9,360
65887,2023-07-06,staff Candy,7,1043
65888,2023-12-19,east Candy,9,1593
65889,2023-09-30,suggest Pet production,10,530
65890,2023-01-10,middle Snack,1,196
65894,2023-08-19,Purple will Cleaner,4,132
65895,2023-12-11,catch Pet music,4,776
65896,2023-10-13,Moccasin challenge Drink,7,105
65897,2023-01-08,design Bakery Item,2,388
65898,2023-03-10,able Frozen walk,10,550
65899,2023-02-07,interest Snack,10,270
65900,2023-07-18,whole Snack,5,115
65901,2023-05-25,Aqua whose Drink,2,320
65902,2023-07-02,owner Snack,10,210
65903,2023-05-05,time Candy,2,192
65904,2023-01-29,rest Candy,8,1456
65906,2023-01-19,on Dairy,6,1170
65907,2023-07-24,time Candy,3,201
65908,2023-08-23,establish Cereal,9,261
65909,2023-05-02,security Pet police,5,175
65910,2023-12-02,buy Pet car,7,784
65911,2023-08-26,measure DarkViolet Cream,5,665
65912,2023-01-27,OrangeRed challenge Drink,3,318
65914,2023-11-23,along HoneyDew Cream,7,889
65916,2023-06-15,BlueViolet forward Drink,7,378
65920,2023-04-19,few Bakery Item,3,438
65921,2023-03-18,smile Cereal,5,720
65923,2023-01-08,provide Bakery Item,10,580
65925,2023-05-08,consumer Bakery Item,2,274
65926,2023-09-29,point Frozen grow,9,1782
65927,2023-11-26,BlueViolet forward Drink,7,812
65928,2023-01-19,across Cereal,3,324
65929,2023-03-20,thing Bakery Item,3,87
65930,2023-07-04,DarkGoldenRod your Drink,5,245
65932,2023-10-23,respond Bakery Item,3,252
65933,2023-11-11,environmental Bakery Item,6,96
65934,2023-09-16,other Snack,2,150
65935,2023-02-12,every Pet dinner,10,1610
65936,2023-08-01,expect Candy,9,288
65937,2023-02-23,doctor Bakery Item,10,1400
65939,2023-06-12,suggest Pet production,10,540
65941,2023-10-17,language Frozen that,9,882
65945,2023-09-04,action BlanchedAlmond Cream,10,530
65947,2023-12-03,guess Pet who,1,19
65949,2023-02-14,improve Beige Cream,9,144
65950,2023-10-19,man CornflowerBlue Cream,6,666
65953,2023-09-21,bad Cereal,9,1134
65954,2023-07-16,perform Snack,1,183
65955,2023-05-22,your Pet forward,8,488
65956,2023-06-06,all Bakery Item,5,315
65957,2023-07-27,stage Frozen century,3,192
65958,2023-01-24,get Dairy,4,732
65959,2023-09-12,LightPink find Cleaner,1,20
65960,2023-03-20,interest Snack,5,545
65961,2023-06-18,cultural Pet list,2,60
65962,2023-10-23,get Dairy,1,156
65963,2023-04-06,star Cereal,4,488
65964,2023-12-02,manage Candy,9,342
65967,2023-06-15,us Cereal,10,830
65968,2023-09-01,together Snack,4,532
65969,2023-01-11,environment Snack,8,1536
65970,2023-08-26,whatever Dairy,7,378
65971,2023-08-29,star Pet sometimes,5,90
65972,2023-09-03,her Cereal,8,1224
65973,2023-01-20,star Pet stand,6,294
65974,2023-07-15,participant MistyRose Cream,3,177
65976,2023-03-02,LightCyan share Drink,9,234
65981,2023-01-30,director Frozen site,10,780
65982,2023-04-03,bad Cereal,7,1239
65983,2023-05-03,almost Dairy,6,522
65985,2023-07-14,hot Candy,1,56
65986,2023-04-11,college Bakery Item,3,60
65987,2023-03-22,environment Snack,8,360
65988,2023-09-10,whatever Dairy,3,237
65989,2023-07-15,may Dairy,8,1056
65990,2023-01-02,Lavender world Drink,5,950
65991,2023-02-26,office Pet carry,6,216
65992,2023-11-19,SlateGray safe Cleaner,7,959
65994,2023-11-13,DarkGoldenRod your Drink,10,490
65995,2023-07-18,action BlanchedAlmond Cream,7,504
65996,2023-02-07,it Cereal,6,1176
65997,2023-12-09,available PaleVioletRed Cream,6,312
65999,2023-09-20,owner Snack,10,1680
66000,2023-03-26,Lime talk Cleaner,3,105
66001,2023-11-16,your Pet forward,3,117
66003,2023-07-24,country Candy,3,99
66005,2023-05-04,painting Bakery Item,9,513
66006,2023-02-10,suggest Pet production,5,965
66009,2023-09-09,smile Cereal,8,1504
66012,2023-05-27,expect Candy,9,252
66014,2023-07-22,they Pet turn,8,160
66016,2023-06-11,Magenta share Cleaner,4,124
66017,2023-11-11,across Cereal,8,1384
66018,2023-02-05,think Frozen seven,9,999
66019,2023-01-30,MediumPurple water Drink,9,162
66020,2023-01-03,increase Bakery Item,1,146
66021,2023-07-12,guess Turquoise Cream,7,861
66023,2023-06-06,Lavender world Drink,4,520
66025,2023-08-03,word Pet often,10,690
66026,2023-11-11,director Frozen site,9,954
66027,2023-02-18,other Snack,1,200
66028,2023-12-28,suggest Dairy,3,231
66030,2023-05-08,and Pet low,6,216
66031,2023-01-31,participant MistyRose Cream,1,11
66032,2023-01-14,never Cereal,4,72
66034,2023-11-01,bad Cereal,3,369
66035,2023-12-13,star Pet stand,9,801
66037,2023-09-14,whole Snack,3,216
66038,2023-01-13,southern Bakery Item,10,920
66039,2023-10-01,customer Snack,5,750
66040,2023-01-18,phone Dairy,10,280
66042,2023-03-22,MediumPurple water Drink,10,1630
66043,2023-09-03,participant MistyRose Cream,3,48
66044,2023-10-16,never Cereal,5,465
66046,2023-03-06,ten Bakery Item,5,995
66047,2023-09-21,Moccasin challenge Drink,4,780
66049,2023-12-30,while Dairy,7,133
66051,2023-07-02,others Frozen turn,9,513
66052,2023-09-24,phone GoldenRod Cream,5,660
66053,2023-11-06,option Dairy,4,568
66056,2023-09-21,PeachPuff sign Drink,2,86
66057,2023-08-22,Sienna suggest Drink,3,471
66059,2023-07-20,practice Pet church,5,915
66060,2023-12-13,improve Beige Cream,9,1053
66061,2023-08-18,improve Beige Cream,8,416
66062,2023-01-31,simply Orchid Cream,6,120
66063,2023-06-25,prevent Bakery Item,5,250
66064,2023-01-19,trip Dairy,4,468
66067,2023-04-28,increase Bakery Item,5,740
66069,2023-08-07,every Pet dinner,10,1380
66070,2023-05-28,participant MistyRose Cream,10,1210
66072,2023-03-28,technology Snack,3,495
66073,2023-11-17,take Candy,1,67
66075,2023-03-12,LightPink find Cleaner,5,775
66077,2023-06-15,LightPink find Cleaner,3,90
66080,2023-11-30,word Pet often,6,444
66081,2023-12-14,DarkGoldenRod your Drink,10,1110
66082,2023-10-13,DarkGoldenRod your Drink,9,1368
66085,2023-02-04,civil Candy,10,1610
66086,2023-03-09,while Dairy,1,102
66087,2023-10-14,guess Snack,3,327
66088,2023-07-09,available PaleVioletRed Cream,4,368
66089,2023-01-22,worry Candy,4,160
66091,2023-01-02,establish Cereal,4,328
66092,2023-07-07,east Candy,8,280
66094,2023-08-10,forward Candy,10,1170
66096,2023-06-26,Purple will Cleaner,8,880
66097,2023-06-24,represent Snack,10,1430
66100,2023-02-11,which LimeGreen Cream,3,183
66103,2023-06-02,idea Pet remain,10,1470
66104,2023-05-06,simply Orchid Cream,2,302
66106,2023-10-09,goal Bakery Item,5,500
66107,2023-11-12,other Snack,2,226
66108,2023-03-07,Magenta little Drink,10,1970
66109,2023-08-06,owner Snack,9,189
66110,2023-10-26,get Dairy,6,210
66111,2023-09-03,guess Pet who,9,900
66112,2023-12-28,wrong Pet money,9,1026
66113,2023-07-06,set LawnGreen Cream,3,90
66116,2023-01-27,condition Dairy,4,224
66117,2023-06-27,forward Candy,2,344
66118,2023-01-24,environment Snack,7,882
66119,2023-04-01,technology Snack,3,294
66120,2023-04-24,rest Candy,3,327
66121,2023-04-10,DarkGoldenRod wish Drink,3,444
66122,2023-05-22,she Bakery Item,9,315
66123,2023-08-20,similar Snack,10,350
66124,2023-09-27,design Bakery Item,9,720
66125,2023-02-19,owner Snack,1,65
66126,2023-01-26,heavy Snack,4,800
66127,2023-07-11,Magenta little Drink,9,1557
66128,2023-08-22,take Candy,1,55
66129,2023-09-04,environment Snack,4,424
66130,2023-11-19,although Pet husband,10,160
66131,2023-07-19,provide Bakery Item,6,84
66132,2023-05-24,image LightSkyBlue Cream,10,360
66134,2023-11-03,life DarkSalmon Cream,1,38
66135,2023-03-09,similar Snack,7,455
66136,2023-04-23,they Dairy,3,597
